"♪ Ilias's ears hear everything" -> "♪ Ilias's ears hear everything"
"このエデンが、神に牙を剥きし焼き魚を誅滅しましょう！" -> "Let this Eden stumble the gods and destroy grilled fish!"
"【イリアス】" -> "【Iliad】"
"エデン、本棚最上段の本を取って下さい。" -> "Eden, please take the book at the top of the bookshelf."
"背が届かないので……" -> "Because I can not reach my back ... ..."
"【エデン】" -> "【Eden】"
"このエデンが心を込めて音読しましょう！" -> "Let's read this album with this heart in mind!"
"さあ、私の膝の上におかけ下さい！" -> "Now, please sit on my knees!"
"【イリアス】" -> "【Iliad】"
"なんだか、エデンが親のように過保護になっていきます……" -> "Somehow, Eden will become overprotection like a parent ... ..."
"メニュー" -> "menu"
"【エデン】" -> "【Eden】"
"おや、若きプロメスティン……" -> "Oh, young pro mestin ......"
"【プロメスティン】" -> "【Promotin】"
"（うわ、エデンだ……）" -> "(Wow, Eden ... ...)"
"【エデン】" -> "【Eden】"
"失礼、今何と……？" -> "Excuse me, what now ...?"
"【プロメスティン】" -> "【Promotin】"
"いえ、心の声が聞こえてしまったのでしょう。" -> "No, I heard the voice of my heart."
"エデン様も、ご機嫌麗しく存じます。" -> "Eden-sama is also in a good mood."
"【エデン】" -> "【Eden】"
"心の声なら、仕方ありませんね。" -> "If it is the voice of your heart, it can not be helped."
"これからもイリアス様のために尽くすのですよ。" -> "I will do my best for Iliad."
"【プロメスティン】" -> "【Promotin】"
"（イヤです……）" -> "(I am sorry ......)"
"【エデン】" -> "【Eden】"
"（洞窟に監禁しますよ……）" -> "(I will confine you in a cave ... ...)"
"【ソニア】" -> "【Sonia】"
"（こら、ケンカしちゃダメでしょ……！）" -> "(You can not fight it ...!!)"
"【エデン】" -> "【Eden】"
"（この女、直接脳内に……）" -> "(This woman, directly in the brain ... ...)"
"【プロメスティン】" -> "【Promotin】"
"（侮れませんね……）" -> "(I can not judge it ... ...)"
"メニュー" -> "menu"
"【ミカエラちゃん】" -> "【Michaela】"
"エデン姉さん、私は何番目に好き……？" -> "Eden older sister, what number do you like ... ....?"
"【エデン】" -> "【Eden】"
"もちろん、ミカエラちゃんが一番大好きですよ。" -> "Of course, I like Mikaela the most."
"【ミカエラちゃん】" -> "【Michaela】"
"それじゃあ、ルシフィナちゃんは何番目？" -> "Well then, what is Lucifina?"
"【エデン】" -> "【Eden】"
"もちろん、一番大好きです。" -> "Of course, I like the most."
"【ミカエラちゃん】" -> "【Michaela】"
"じゃあ、イリアス様は何番目？" -> "So what is Ilius?"
"【エデン】" -> "【Eden】"
"一番……" -> "No. 1."
"【ミカエラちゃん】" -> "【Michaela】"
"一番好きなのは、誰……？" -> "Who do you like best ... who?"
"【エデン】" -> "【Eden】"
"イ、イリリリミカミカルシシシシシ……" -> "I, Lily Lily Mikami Calcissi ......"
"【イリアス】" -> "【Iliad】"
"命題が矛盾し、思考回路にエラーが生じてしまいましたね。" -> "The proposition contradicted and an error occurred in the thought circuit."
"【プロメスティン】" -> "【Promotin】"
"ゼロで除算してしまったプログラムみたい……" -> "It seems like a program that divides by zero ......"
"メニュー" -> "menu"
"【エデン】" -> "【Eden】"
"ルシフィナちゃん……" -> "Lucifina - chan ..."
"一番好きなのは、誰ですか？" -> "Who do you like the most, who?"
"【ルシフィナちゃん】" -> "【Lucifina】"
"もちろん、イリアス様～♪" -> "Of course, Ilius-sama ~ ♪"
"【エデン】" -> "【Eden】"
"ええ、もちろんそうですね。" -> "Yes, of course it is."
"では、二番目に好きなのは……？" -> "So what is your second favorite ...?"
"【ルシフィナちゃん】" -> "【Lucifina】"
"ルカ！" -> "Luke!"
"【エデン】" -> "【Eden】"
"まさか、三番目は……" -> "No way, the third ... ..."
"【ルシフィナちゃん】" -> "【Lucifina】"
"エデンおねえちゃん！" -> "Eden sister!"
"【エデン】" -> "【Eden】"
"あ……あぁぁ～！" -> "Ah ... ... Ah ~!"
"メニュー" -> "menu"
"【エデン】" -> "【Eden】"
"天使兵達……" -> "Angel soldiers ......"
"イリアス様のため、身を捧げるのですよ。" -> "For Ilius, sacrifice yourself."
"【エンジェルズ】" -> "【Angels】"
"はっ、エデン様！" -> "Ha, Eden-sama!"
"この身も心も、イリアス様のために！" -> "For this body and mind, for Iliads!"
"【エデン】" -> "【Eden】"
"ところで、茶碗ムシとはどのような虫なのですか？" -> "By the way, what kind of insect is a cup of tea cereal?"
"イリアス様がご所望なので、それっぽい虫を捕まえてきましたが……" -> "Ilias is your request, so I caught that kind of insect ... ..."
"【エンジェルズ】" -> "【Angels】"
"エデン様、これはクツワムシです。" -> "Eden-sama, this is a beetle."
"メニュー" -> "menu"
"【エデン】" -> "【Eden】"
"キューピッド、ちゃんとイリアス様のために働いていますか？" -> "Cupid, do you work properly for Iliad?"
"サボってはいませんか……？" -> "Does not Sabo say ...?"
"【キューピー】" -> "【Kewpie】"
"もちろん！　ちゃんと働いてますよ～♪" -> "of course! I work properly ~ ♪"
"【エデン】" -> "【Eden】"
"しかし昨日の午後は、ずっとアリの巣を眺めていましたね。" -> "But yesterday afternoon, I was watching Ali's nest all along."
"エデンアイにはお見通しですよ……" -> "We are looking forward to Eden Eye ......"
"【キューピー】" -> "【Kewpie】"
"ご、ごめんなさ～い！" -> "Sorry, sorry!"
"メニュー" -> "menu"
"【エデン】" -> "【Eden】"
"ヘリエル、しばらく見ないうちにずいぶん髪が伸びましたね……" -> "Hellier, my hair has grown quite a while ago ...."
"【ヘリエル】" -> "【Heliell】"
"侵蝕されたの……" -> "It was eroded ..."
"【エデン】" -> "【Eden】"
"……寝食？" -> "... ... Bedtime?"
"寝食を重ねているうち、そんなに髪が伸びたのですね。" -> "His hair grew so much while I was lying down."
"【ヘリエル】" -> "【Heliell】"
"エデン様の髪も、伸びないかな……" -> "I wonder if Eden's hair will grow, too ...."
"メニュー" -> "menu"
"メニュー" -> "menu"
"【エデン】" -> "【Eden】"
"また今度にしましょう……" -> "Let's do it again next time ......"
"【ルシフィナちゃん】" -> "【Lucifina】"
"これ、あげる！" -> "L give this to you!"
"【ルシフィナちゃん】" -> "【Lucifina】"
"これ、あげる！" -> "L give this to you!"
"【ルシフィナちゃん】" -> "【Lucifina】"
"これ、あげる！" -> "L give this to you!"
"【ルシフィナちゃん】" -> "【Lucifina】"
"これ、あげる！" -> "L give this to you!"
"【ルシフィナちゃん】" -> "【Lucifina】"
"これ、あげる！" -> "L give this to you!"
"【ルシフィナちゃん】" -> "【Lucifina】"
"これ、あげる！" -> "L give this to you!"
"【ルシフィナちゃん】" -> "【Lucifina】"
"何を壊す？　ねぇ、次に何を壊すの？" -> "What will you break? Hey, what will you destroy next?"
"メニュー" -> "menu"
"【ルシフィナちゃん】" -> "【Lucifina】"
"イリアス様～！　あそぼうよ～♪" -> "Mr. Iliad! Let's hang out! ♪"
"【イリアス】" -> "【Iliad】"
"遊ぶのも良いですが……" -> "It is good to play, but ...."
"姉のミカエラちゃんのように、お勉強もしなければいけませんよ。" -> "Like my older sister Mikaela, I have to study."
"【ルシフィナちゃん】" -> "【Lucifina】"
"……………………" -> "........................"
"【イリアス】" -> "【Iliad】"
"わ、分かりましたから……" -> "Well, okay ...."
"反乱は……反乱はいけません……" -> "The rebellion ... ... Do not revolt ... ..."
"メニュー" -> "menu"
"【ルシフィナちゃん】" -> "【Lucifina】"
"おねえちゃん、あそぼうよ～♪" -> "Let's play sena chan ~ ♪"
"【ミカエラちゃん】" -> "【Michaela】"
"今は、セリヤ福音書を読んでるから忙しいの。" -> "I am busy now because I am reading the Gospel of Seria."
"ルシフィナちゃんも、ちょっとは勉強しなさい……" -> "Lucifina, too, study a little ... ..."
"【ルシフィナちゃん】" -> "【Lucifina】"
"……………………" -> "........................"
"【ミカエラちゃん】" -> "【Michaela】"
"……仕方ないわね。" -> "...... It can not be helped."
"それじゃあ、一緒に遊びましょうか。" -> "Well then let's play together."
"【ルシフィナちゃん】" -> "【Lucifina】"
"…………♪" -> "............ ♪"
"メニュー" -> "menu"
"【ルシフィナちゃん】" -> "【Lucifina】"
"エイだ！　おおき～い！" -> "Hey! Huge!"
"【オーシャン】" -> "【Ocean】"
"ふふふ、そうだろう！" -> "Hehe, it will be!"
"我こそが海の主なのだ！" -> "I am the owner of the sea!"
"【ルシフィナちゃん】" -> "【Lucifina】"
"背中に登っていい……？" -> "May I climb my back ...?"
"【オーシャン】" -> "【Ocean】"
"おいやめろ、無理をすると……" -> "Stop it, if you do impossible ......"
"【ルシフィナちゃん】" -> "【Lucifina】"
"背中、ヌルヌルしてて……" -> "I'm going to snooze back ......"
"……ぎゃん！　すべっちゃった！" -> "... ... Right! I slipped!"
"【オーシャン】" -> "【Ocean】"
"だから言ったのに……" -> "So I told you ... ..."
"メニュー" -> "menu"
"【ルシフィナちゃん】" -> "【Lucifina】"
"わぁ！　おおきなツノ！" -> "Wow! A big horn!"
"【ホルン】" -> "【Horn】"
"ふふっ、大したものだろう？" -> "Huh, is not it a big deal?"
"この大角こそ、我が誇りなのだ。" -> "This big horn is my pride."
"【ルシフィナちゃん】" -> "【Lucifina】"
"あたしも、おおきなツノが欲しいなぁ～！" -> "I also want a big horny tuna ~!"
"神敵をみんな、串刺しにしちゃうの♪" -> "Everyone, the enemy, will skewered ♪"
"【ホルン】" -> "【Horn】"
"恐ろしい事を言うな……" -> "Do not say horrible things ..."
"メニュー" -> "menu"
"【ルシフィナちゃん】" -> "【Lucifina】"
"わっ，聖獣だ！" -> "Wow, it is a Holy Beast!"
"ねぇねぇ、背中に乗っていい？" -> "Hey, can I get on my back?"
"【ウラヌス】" -> "【Uranus】"
"ええ、いいですよ……" -> "Well, that's fine ..."
"【ルシフィナちゃん】" -> "【Lucifina】"
"なんだか、にゅるにゅるしてる……" -> "Somehow, I'm curious ..."
"【ウラヌス】" -> "【Uranus】"
"下半身から獲物を取り込む構造ですので……" -> "It's a structure to capture prey from the lower body ..."
"……すみません。" -> "……Excuse me."
"メニュー" -> "menu"
"【ルシフィナちゃん】" -> "【Lucifina】"
"アルシエルって、とっても大きい！" -> "Alciel is so big!"
"あたしも、そのくらい大きくなれるかな……？" -> "I wonder if I can be that big ..."
"【アルシエル】" -> "【Alciel】"
"大きくなるかは分かりませんが……" -> "I do not know if it will grow ... ..."
"ミカエラちゃん様は、私よりもはるかに偉大な天使であるはずです。" -> "Mikaela is a much bigger angel than I am."
"【ルシフィナちゃん】" -> "【Lucifina】"
"大きくなりたい～！　大きくなりたい～！" -> "I want to grow ~! I want to grow ~!"
"【アルシエル】" -> "【Alciel】"
"……合体しますか？" -> "...... Do you want to coalesce?"
"【ルシフィナちゃん】" -> "【Lucifina】"
"それは、イヤ！" -> "It's so bad!"
"【アルシエル】" -> "【Alciel】"
"そうですか……" -> "Is that so……"
"メニュー" -> "menu"
"【エデン】" -> "【Eden】"
"ルシフィナちゃん……" -> "Lucifina - chan ..."
"一番好きなのは、誰ですか？" -> "Who do you like the most, who?"
"【ルシフィナちゃん】" -> "【Lucifina】"
"もちろん、イリアス様～♪" -> "Of course, Ilius-sama ~ ♪"
"【エデン】" -> "【Eden】"
"ええ、もちろんそうですね。" -> "Yes, of course it is."
"では、二番目に好きなのは……？" -> "So what is your second favorite ...?"
"【ルシフィナちゃん】" -> "【Lucifina】"
"ルカ！" -> "Luke!"
"【エデン】" -> "【Eden】"
"まさか、三番目は……" -> "No way, the third ... ..."
"【ルシフィナちゃん】" -> "【Lucifina】"
"エデンおねえちゃん！" -> "Eden sister!"
"【エデン】" -> "【Eden】"
"あ……あぁぁ～！" -> "Ah ... ... Ah ~!"
"メニュー" -> "menu"
"メニュー" -> "menu"
"【ルシフィナちゃん】" -> "【Lucifina】"
"イヤ！" -> "I do not!"
"【ミカエラちゃん】" -> "【Michaela】"
"これ、あげる……" -> "L give this to you……"
"【ミカエラちゃん】" -> "【Michaela】"
"これ、あげる……" -> "L give this to you……"
"【ミカエラちゃん】" -> "【Michaela】"
"これ、あげる……" -> "L give this to you……"
"【ミカエラちゃん】" -> "【Michaela】"
"これ、あげる……" -> "L give this to you……"
"【ミカエラちゃん】" -> "【Michaela】"
"これ、あげる……" -> "L give this to you……"
"【ミカエラちゃん】" -> "【Michaela】"
"これ、あげる……" -> "L give this to you……"
"【ミカエラちゃん】" -> "【Michaela】"
"どこに連れて行ってくれるの……？" -> "Where will you take me ...?"
"メニュー" -> "menu"
"【ミカエラちゃん】" -> "【Michaela】"
"イリアス様……セリヤ福音書を読み終わりました。" -> "Ilius-sama ... I finished reading the Gospel of Seria."
"次の宿題は何ですか？" -> "What is your next homework?"
"【イリアス】" -> "【Iliad】"
"そうですね、次はこの本を読んでもらいましょう。" -> "Well, let's have this book read next."
"【ミカエラちゃん】" -> "【Michaela】"
"『裏切りは三文の損』『怒りを鎮める方法』『忠義のススメ』……" -> "\"Betrayal is a loss of three sentences\" \"How to quell anger\" \"Recommendation of Tadayoshi\" ..."
"なんです、この本……？" -> "What is this book ...?"
"【イリアス】" -> "【Iliad】"
"いえ、将来のために……" -> "No, for the future ..."
"メニュー" -> "menu"
"【ルシフィナちゃん】" -> "【Lucifina】"
"おねえちゃん、あそぼうよ～♪" -> "Let's play sena chan ~ ♪"
"【ミカエラちゃん】" -> "【Michaela】"
"今は、セリヤ福音書を読んでるから忙しいの。" -> "I am busy now because I am reading the Gospel of Seria."
"ルシフィナちゃんも、ちょっとは勉強しなさい……" -> "Lucifina, too, study a little ... ..."
"【ルシフィナちゃん】" -> "【Lucifina】"
"……………………" -> "........................"
"【ミカエラちゃん】" -> "【Michaela】"
"……仕方ないわね。" -> "...... It can not be helped."
"それじゃあ、一緒に遊びましょうか。" -> "Well then let's play together."
"【ルシフィナちゃん】" -> "【Lucifina】"
"…………♪" -> "............ ♪"
"メニュー" -> "menu"
"【ミカエラちゃん】" -> "【Michaela】"
"キューブ、おいしそう……" -> "Cube, looks tasty ..."
"【マージュ】" -> "[Mage]"
"ちょっとだけなら、かじっていいですよ。" -> "Just a bit, you can snag."
"【ミカエラちゃん】" -> "【Michaela】"
"むしゃむしゃ……" -> "Musashinas ......"
"甘くて、おいしい……♪" -> "Sweet and delicious ... ♪"
"【マージュ】" -> "[Mage]"
"でしょ～♪" -> "Right?"
"メニュー" -> "menu"
"【ミカエラちゃん】" -> "【Michaela】"
"エリシエル……" -> "Elisiel ..."
"実をひとつ、食べていい？" -> "Can you eat one fruit?"
"【エリシエル】" -> "【Elisiel】"
"どうぞ、召し上がって下さい。" -> "Please, please eat."
"【ミカエラちゃん】" -> "【Michaela】"
"もぐもぐ……賢くなった気がする。" -> "Munching ... I feel clever."
"【エリシエル】" -> "【Elisiel】"
"ええ、知恵の実ですから……" -> "Yes, since it is the fruit of wisdom ... ..."
"【ミカエラちゃん】" -> "【Michaela】"
"裸でいるって、ちょっと恥ずかしい……" -> "It's a bit embarrassing that you are naked ... ..."
"【エリシエル】" -> "【Elisiel】"
"恥を知ったのですね……" -> "I was ashamed ... ..."
"メニュー" -> "menu"
"【ミカエラちゃん】" -> "【Michaela】"
"ヴィクトリア、ちゃんとイリアス様に尽くしてる……？" -> "Victoria, I'm doing my best for Iliads ...?"
"【ヴィクトリア】" -> "【Victoria】"
"ええ、もちろん……" -> "Yes, of course……"
"【ミカエラちゃん】" -> "【Michaela】"
"そう……" -> "so……"
"昨日の午後は、ずっとシロクマ娘と戯れていたみたいだけど。" -> "Yesterday afternoon, I seem to have been playing with polar bear daughter forever."
"【ヴィクトリア】" -> "【Victoria】"
"あ、あれは……その……" -> "Oh, that ... ... that ... ..."
"【ミカエラちゃん】" -> "【Michaela】"
"あたしとミカエラちゃんも、一緒に遊ぶね……" -> "Me and Mikaela also play together ..."
"【ヴィクトリア】" -> "【Victoria】"
"はい、どうぞ……" -> "here you are……"
"どうかエデン様には内緒にして下さい……" -> "Please keep it to Eden ... ..."
"メニュー" -> "menu"
"【ミカエラちゃん】" -> "【Michaela】"
"エデン姉さん、私は何番目に好き……？" -> "Eden older sister, what number do you like ... ....?"
"【エデン】" -> "【Eden】"
"もちろん、ミカエラちゃんが一番大好きですよ。" -> "Of course, I like Mikaela the most."
"【ミカエラちゃん】" -> "【Michaela】"
"それじゃあ、ルシフィナちゃんは何番目？" -> "Well then, what is Lucifina?"
"【エデン】" -> "【Eden】"
"もちろん、一番大好きです。" -> "Of course, I like the most."
"【ミカエラちゃん】" -> "【Michaela】"
"じゃあ、イリアス様は何番目？" -> "So what is Ilius?"
"【エデン】" -> "【Eden】"
"一番……" -> "No. 1."
"【ミカエラちゃん】" -> "【Michaela】"
"一番好きなのは、誰……？" -> "Who do you like best ... who?"
"【エデン】" -> "【Eden】"
"イ、イリリリミカミカルシシシシシ……" -> "I, Lily Lily Mikami Calcissi ......"
"【イリアス】" -> "【Iliad】"
"命題が矛盾し、思考回路にエラーが生じてしまいましたね。" -> "The proposition contradicted and an error occurred in the thought circuit."
"【プロメスティン】" -> "【Promotin】"
"ゼロで除算してしまったプログラムみたい……" -> "It seems like a program that divides by zero ......"
"メニュー" -> "menu"
"【ミカエラちゃん】" -> "【Michaela】"
"法王様、マクニエル祝史を読み終えたわ。" -> "The pope finished reading McNiel's celebration."
"五章の結びが、少し浮いている気がしたけれど……" -> "I felt the conclusion of Chapter 5 floats a bit ... ..."
"【サン・イリア王】" -> "【King of Saint Iria】"
"ふむ、よく読み込んでいる。" -> "Hmm, I often read it."
"あの箇所は、別人の加筆である事が確実視されているのだよ。" -> "That place is surely made sure that it is a ceremonial of another person."
"【ルシフィナちゃん】" -> "【Lucifina】"
