"【牛】" -> "【Cow】"
"むむっ、陸と海は相容れんのだぞ……" -> "Mu-mo, the land and the sea are not compatible ... ..."
"メニュー" -> "menu"
"【ステイシー】" -> "【Stacy】"
"たつこちゃん、がんばってますか？" -> "Tatsuko, are you trying hard?"
"【たつこ】" -> "【Tatsuko】"
"上官殿！　ちゃんと働いているのです！" -> "Superior official! It works properly!"
"【ステイシー】" -> "【Stacy】"
"いい子ですね……" -> "He is a nice girl ..."
"はい、ご褒美にめざしをあげましょう。" -> "Yes, I will make an aim to your reward."
"【たつこ】" -> "【Tatsuko】"
"わ～い！　これだから、軍隊暮らしはやめられないのです！" -> "I Because of this it is impossible to stop the military living!"
"【ソニア】" -> "【Sonia】"
"それ、軍隊暮らしって言うの……？" -> "Is that what I call military living ...?"
"メニュー" -> "menu"
"【たつこ】" -> "【Tatsuko】"
"大将殿！　お疲れ様なのです！" -> "Lord! Good workmate!"
"【リヴィア】" -> "【Revere】"
"うむ……えっと、お前は確か……" -> "Well ... um, you are sure ......"
"【たつこ】" -> "【Tatsuko】"
"お忘れですか、大将殿？" -> "Did you forget, the general?"
"あたしは、たつこなのです！" -> "I am Tatsuko!"
"【リヴィア】" -> "【Revere】"
"（たつこという名の海兵も、200人以上……" -> "(There are more than 200 marines with the name Tatsuko ......"
"　おまけに、みんな同じ顔……どう覚えろというのだ）" -> "Besides, they all have the same face .... How do you remember)"
"メニュー" -> "menu"
"【たつこ】" -> "【Tatsuko】"
"海のドラゴンなのです！" -> "It is a sea dragon!"
"格好良いのです！" -> "Good looking!"
"【みお】" -> "【Mio】"
"くくく、龍の子か……" -> "Whether it's hard or dragon child ..."
"海龍たる我を崇めるが良い。" -> "It is good to worship the Sea dragon."
"【たつこ】" -> "【Tatsuko】"
"そんなに、年は変わりませんよね？" -> "So much, the year has not changed, right?"
"【みお】" -> "【Mio】"
"……バレた？" -> "... ... Was it ballet?"
"メニュー" -> "menu"
"メニュー" -> "menu"
"【たつこ】" -> "【Tatsuko】"
"むにゅ～。" -> "Muyu ~."
"【たつこ】" -> "【Tatsuko】"
"むにゅ～。" -> "Muyu ~."
"【ステイシー】" -> "【Stacy】"
"今月の給料で、買ったんですよ♪" -> "I bought it for this month's salary ♪"
"【ステイシー】" -> "【Stacy】"
"今月の給料で、買ったんですよ♪" -> "I bought it for this month's salary ♪"
"【ステイシー】" -> "【Stacy】"
"今月の給料で、買ったんですよ♪" -> "I bought it for this month's salary ♪"
"【ステイシー】" -> "【Stacy】"
"今月の給料で、買ったんですよ♪" -> "I bought it for this month's salary ♪"
"【ステイシー】" -> "【Stacy】"
"うみうしは、海の牛ではありませんよ～♪" -> "Sea urchin is not a cow of the sea ~ ♪"
"……たぶん。" -> "……maybe."
"メニュー" -> "menu"
"【ステイシー】" -> "【Stacy】"
"たつこちゃん、がんばってますか？" -> "Tatsuko, are you trying hard?"
"【たつこ】" -> "【Tatsuko】"
"上官殿！　ちゃんと働いているのです！" -> "Superior official! It works properly!"
"【ステイシー】" -> "【Stacy】"
"いい子ですね……" -> "He is a nice girl ..."
"はい、ご褒美にめざしをあげましょう。" -> "Yes, I will make an aim to your reward."
"【たつこ】" -> "【Tatsuko】"
"わ～い！　これだから、軍隊暮らしはやめられないのです！" -> "I Because of this it is impossible to stop the military living!"
"【ソニア】" -> "【Sonia】"
"それ、軍隊暮らしって言うの……？" -> "Is that what I call military living ...?"
"メニュー" -> "menu"
"【リヴィア】" -> "【Revere】"
"ウミウシ海兵、トワナ号の臨検報告はどうなった？" -> "What happened to the inspection report of the Sea Urushi Marine, Twana?"
"報告書が出ていないようだが……" -> "It seems that there is no report ... ..."
"【ステイシー】" -> "【Stacy】"
"ああ、あの報告書ですか？" -> "Oh, is that report?"
"粘液でヌルヌルになったから、捨てちゃいました♪" -> "I became a null nulle with mucus, so I threw it away ♪"
"【リヴィア】" -> "【Revere】"
"ヌルヌルになったなら仕方ないな……" -> "It can not be helped if it became a null null ......"
"さて、今月分の報酬であるメザシをやろう。" -> "Well, let's do the mezashi that is the reward for this month."
"【ステイシー】" -> "【Stacy】"
"大将殿……あたしはたつのこちゃんではないですよ。" -> "The general ... .... I am not Tatsukochan."
"メザシではなく、給料をもらいたいんですけど。" -> "I'd like to get a salary instead of a mezashi."
"【ソニア】" -> "【Sonia】"
"こんなので、海の治安は大丈夫なの……？" -> "So, the security of the sea is okay ...?"
"メニュー" -> "menu"
"【アスタ】" -> "【Asta】"
"このサンゴ、おいしいわね……むしゃむしゃ。" -> "This coral, it's delicious ... ... Musketeer."
"【ステイシー】" -> "【Stacy】"
"ちょっと、そこのヒトデさん！" -> "Hey, there's Starfish!"
"そのサンゴは保護種なので、捕食は禁じられていますよ！" -> "Because that coral is a protective species, predation is forbidden!"
"【アスタ】" -> "【Asta】"
"もう、面倒くさいわね……" -> "Already it's awkward ..."
"なんでこんな場所にまで、海兵がいるのよ。" -> "Why are there marines up to this place?"
"【ステイシー】" -> "【Stacy】"
"海軍の目は、いかなるところにも光っているのです！" -> "The Navy's eyes are shining everywhere!"
"メニュー" -> "menu"
"メニュー" -> "menu"
"軟体コキ" -> "Soft body Job"
"【ステイシー】" -> "【Stacy】"
"今度にしませんか……？" -> "Will not you do it this time ...?"
"【ステイシー】" -> "【Stacy】"
"今度にしませんか……？" -> "Will not you do it this time ...?"
"【キューラ】" -> "【Kurara】"
"はいどうぞ、受け取りなさい。" -> "Yes, please accept it."
"【キューラ】" -> "【Kurara】"
"はいどうぞ、受け取りなさい。" -> "Yes, please accept it."
"【キューラ】" -> "【Kurara】"
"はいどうぞ、受け取りなさい。" -> "Yes, please accept it."
"【キューラ】" -> "【Kurara】"
"はいどうぞ、受け取りなさい。" -> "Yes, please accept it."
"【キューラ】" -> "【Kurara】"
"触手が退屈よ……" -> "Tentacles are bored ......"
"ねぇ、何か楽しい事はないの？" -> "Hey, is not there anything fun?"
"メニュー" -> "menu"
"【アナスタシア】" -> "【Anastacia】"
"スキュラは嫌いよ……" -> "I dislike Scyra ......"
"【キューラ】" -> "【Kurara】"
"ラミアなんて、最悪ね……" -> "Lamia is the worst ..."
"【アナスタシア】" -> "【Anastacia】"
"にゅるにゅるしていて、気持ち悪いわ……" -> "I am embarrassed, I feel uncomfortable ..."
"【キューラ】" -> "【Kurara】"
"あんたこそ、にゅるにゅるしてて不気味ね……" -> "You are creepy, are not you ... ..."
"メニュー" -> "menu"
"【キューラ】" -> "【Kurara】"
"下半身から、オオカミが生えてるじゃない……" -> "From the lower body, wolves are growing ... ..."
"あなた、変わったスキュラね。" -> "You, an unusual scylar."
"【フリル】" -> "[Frill]"
"スキュラは元々、こういう魔物だったんだって。" -> "Scyra was originally such a demon."
"私の種族は、オリジナルのスキュラに近いのよ。" -> "My tribe is close to the original Scyra."
"【キューラ】" -> "【Kurara】"
"そのオオカミ……あなたの触手をかじってるわよ……？" -> "That wolf ... ... I'm scolded your tentacles ... ...?"
"【フリル】" -> "[Frill]"
"ああ、これ？" -> "Oh, this?"
"お腹が減ると、触手を食べるのよ。" -> "If you are hungry, eat tentacles."
"【キューラ】" -> "【Kurara】"
"ありえないわ……" -> "I can not do it ..."
"メニュー" -> "menu"
"【セラフィ】" -> "【Seraphy】"
"タコです！" -> "It is an octopus!"
"【キューラ】" -> "【Kurara】"
"私は、イカじゃないわよ……" -> "I am not a squid ......"
"【セラフィ】" -> "【Seraphy】"
"なぜ素直に認めないんですかぁ……？" -> "Why do not you admit it obediently ...?"
"【キューラ】" -> "【Kurara】"
"だから、イカじゃないって言ってるでしょ！" -> "So you said you are not a squid!"
"メニュー" -> "menu"
"【キューラ】" -> "【Kurara】"
"あなたは、海棲タイプのスキュラなのね。" -> "You are a maritime type scylar."
"【オーマ】" -> "【Omaha】"
"そうよ……" -> "that's right……"
"深海をこの触手で泳ぐの。" -> "I swim in the deep ocean with this tentacle."
"【キューラ】" -> "【Kurara】"
"でも、イカじゃないわね……" -> "But it is not a squid ..."
"【オーマ】" -> "【Omaha】"
"ええ、イカじゃないわね……" -> "Yeah, it is not a squid ..."
"【ソニア】" -> "【Sonia】"
"スキュラって、イカじゃないのにこだわるわね……" -> "Scyra is not squid, I'm sticking ... ..."
"メニュー" -> "menu"
"メニュー" -> "menu"
"【キューラ】" -> "【Kurara】"
"もう少し、おあずけよ……" -> "A little more, okay ..."
"【デューサ】" -> "【Dusa】"
"蛇達が、拾ってきたわ……" -> "Serpents picked it up ... ..."
"【デューサ】" -> "【Dusa】"
"蛇達が、拾ってきたわ……" -> "Serpents picked it up ... ..."
"【デューサ】" -> "【Dusa】"
"蛇達が、拾ってきたわ……" -> "Serpents picked it up ... ..."
"【デューサ】" -> "【Dusa】"
"蛇達が、拾ってきたわ……" -> "Serpents picked it up ... ..."
"【デューサ】" -> "【Dusa】"
"頭の蛇が、また一匹迷子になったわ……" -> "A serpent of the head, another one got lost ... ..."
"またネズミ採りを仕掛けなくちゃ。" -> "I also have to get rid of rats."
"メニュー" -> "menu"
"【デューサ】" -> "【Dusa】"
"あなたは、ラミアかメデューサか分からないわね……" -> "You do not know whether it is Lamia or Medusa ..."
"【白波】" -> "【White Wave】"
"濡れ女……妖怪の一種よ。" -> "Wetted woman ... It is kind of youkai."
"濡れているけど、いちおうラミアかしら？" -> "I'm wet, but I wonder if it is Lamia?"
"【デューサ】" -> "【Dusa】"
"濡れ女……いやらしい名前ね。" -> "Wetted woman ... That's a nice name."
"【白波】" -> "【White Wave】"
"ふふっ……私の蛇も、いやらしいわよ。" -> "Huh ... ... My snake is also nasty."
"メニュー" -> "menu"
"【デューサ】" -> "【Dusa】"
"あなたも、獲物を石にするのが好きと見たわ……" -> "You saw that likes to make the prey the stone ...."
"【バージリン】" -> "[Virgin]"
"いかにもその通りだ、メデューサよ。" -> "Everything is right, Medusa."
"【デューサ】" -> "【Dusa】"
"私もそうなのよ……" -> "I am the same ..."
"……えっと、ニワトリ娘？" -> "Well, chicken girl?"
"【バージリン】" -> "[Virgin]"
"バジリスクだ！　コケーッ！！" -> "It's basilisk! Coke! !"
"メニュー" -> "menu"
"【デューサ】" -> "【Dusa】"
"お互い、蛇の世話は大変よね……" -> "Caring for each other, the snake is tough ..."
"【蛇骨殿】" -> "【Snakes】"
"お主の蛇は小さいが、数が多いな……" -> "Your snake is small, but there are a lot of ... ..."
"餌は少なく済んでも、世話が大変だろう。" -> "Even if food is low, care will be hard."
"【デューサ】" -> "【Dusa】"
"ええ、確かに……" -> "Yeah, for sure ..."
"こら蛇！　ケンカしないの！" -> "Hey snake! Do not fight!"
"【蛇骨殿】" -> "【Snakes】"
"おうおう、我が蛇まで荒ぶって……" -> "Ou, my steak to desolate ... ..."
"やはり、蛇同士は相性が悪いと見える。" -> "Again, it seems that snakes are bad."
"メニュー" -> "menu"
"メニュー" -> "menu"
"【デューサ】" -> "【Dusa】"
"仲良くないじゃない……" -> "You are not friends ...."
"【アルネ】" -> "【Arne】"
"はい、どうぞ♪" -> "Yes, please ♪"
"【アルネ】" -> "【Arne】"
"はい、どうぞ♪" -> "Yes, please ♪"
"【アルネ】" -> "【Arne】"
"はい、どうぞ♪" -> "Yes, please ♪"
"【アルネ】" -> "【Arne】"
"はい、どうぞ♪" -> "Yes, please ♪"
"【アルネ】" -> "【Arne】"
"町に行きたいです。" -> "I want to go to the town."
"人間に化けてるから、大丈夫ですよね。" -> "I am getting into human beings, so it's okay."
"メニュー" -> "menu"
"【くらげ】" -> "【Jellyfish】"
"くらげ、ゆらゆら……" -> "Jellyfish, swaying ..."
"【アルネ】" -> "【Arne】"
"あっ、仲間ですね！" -> "Oh, it is my friends!"
"あたしもくらげです♪" -> "I am also jellyfish ♪"
"【くらげ】" -> "【Jellyfish】"
"くらげ……？" -> "Jellyfish ...?"
"でも、似てないね……" -> "But it is not similar ..."
"【アルネ】" -> "【Arne】"
"あたし、人間に擬態してますから……" -> "I'm mimicking a human ... ..."
"でも、体はぷるんぷるんですよ♪" -> "But, the body is plump ♪"
"メニュー" -> "menu"
"【セラフィ】" -> "【Seraphy】"
"ふらふら～。" -> "Hanging around."
"私、人魚に化けてるんですよ。" -> "I am becoming a mermaid."
"【アルネ】" -> "【Arne】"
"私も、人間に化けているんです。" -> "I am also becoming a human being."
"お互い、変装が得意なんですね……" -> "We are good at disguising each other, are not they ...?"
"【セラフィ】" -> "【Seraphy】"
"（でも、体が透けてちゃバレバレですよね……）" -> "(But, it's a bit worse if the body gets through ... ...)"
"【アルネ】" -> "【Arne】"
"（人魚に見えないし、騙される人はいないんじゃ……）" -> "(It is invisible to mermaid, there is no one to be deceived ...)"
"メニュー" -> "menu"
"【サマンサ】" -> "【Samantha】"
"くらげ、ふらふら……" -> "Jellyfish, walking ... ..."
"【アルネ】" -> "【Arne】"
"あっ、仲間ですね！" -> "Oh, it is my friends!"
"あたしもくらげです♪" -> "I am also jellyfish ♪"
"【サマンサ】" -> "【Samantha】"
"くらげなのに、服を着てる……" -> "Although I'm jellyfish, I'm wearing clothes ..."
"窮屈じゃない……？" -> "It's not cramped ... ....?"
"【アルネ】" -> "【Arne】"
"ちょっと窮屈だけど、オシャレは好きですよ♪" -> "It's a bit cramped but I like fashion ♪"
"メニュー" -> "menu"
"メニュー" -> "menu"
"軟体搾精腔" -> "Molluscus tractus"
"【アルネ】" -> "【Arne】"
"今日は用事がありますので……" -> "Because I have errands today ..."
"【セーラ】" -> "【Sailor】"
"これ、あげるねっ♪" -> "I will give you this ♪"
"【セーラ】" -> "【Sailor】"
"これ、あげるねっ♪" -> "I will give you this ♪"
"【セーラ】" -> "【Sailor】"
"これ、あげるねっ♪" -> "I will give you this ♪"
"【セーラ】" -> "【Sailor】"
"これ、あげるねっ♪" -> "I will give you this ♪"
"【セーラ】" -> "【Sailor】"
"町に遊びに行きたいな～♪" -> "I want to go play in town ~ ♪"
"服着なきゃ、ダメだよね……？" -> "I have to change my clothes, are not you ...?"
"メニュー" -> "menu"
"【セーラ】" -> "【Sailor】"
"アリさんだ！　一緒に遊ぼうよ♪" -> "Ali's! Let's play together ♪"
"【アント】" -> "【Ant】"
"仕事デ忙シイ……マタ今度。" -> "Work desde busy ...... Mata this time."
"【セーラ】" -> "【Sailor】"
"アリさんは、働き者だなぁ……" -> "Ali is a hard worker ......"
"……あたしも、牧場の手伝いしよっと。" -> "...... I am also trying to help the ranch."
"メニュー" -> "menu"
"【セーラ】" -> "【Sailor】"
"おねぇちゃ～ん！" -> "Oh my God!"
"今日もいっぱい、ミルク搾ったよっ♪" -> "Today as well, I milked ♪"
"【ニーナ】" -> "【Nina】"
