"サン・イリア" -> "Saint Ilia"
"クィーンマーメイド……魔王の軍門に下りましたか！" -> "Queen Mermaid ...... Did you go down to the army gate of the demon king!"
"【メイア】" -> "[Meiah]"
"ああ、なんという事でしょう……" -> "Oh, what is that ... ...."
"【ルカ】" -> "【Luke】"
"じゃあ、人魚達を統率してるクィーンマーメイドを討てばいいんだね？" -> "Well then, you can just kill Queen Mermaid, who leads the mermaids, is not it?"
"【アリス】" -> "【Alice】"
"女王本人が自ら軍を率いているとは限らん……" -> "Queen himself is not always leading his army ... ..."
"が、リーダーがいるのは間違いない。" -> "There is no doubt that there is a leader."
"【アリス】" -> "【Alice】"
"軍を指揮している者を見つけ出し、そいつを叩きのめすぞ！" -> "I will find out who is commanding the army and knock it down!"
"【イリアス】" -> "【Iliad】"
"女王本人が自ら軍を率いているとは限りませんが……" -> "It is not necessarily that the queen himself leads his army ... ..."
"リーダーは必ず存在するはずです。" -> "Leaders are sure to exist."
"【イリアス】" -> "【Iliad】"
"その者を見つけ出し、討ち取りましょう！" -> "Let's find out that and get rid of it!"
"【アリストロメリア】" -> "【Aristo Romelia】"
"水から上がった魚が、陸を欲しがってどうしようというのか……" -> "How do fish raised from water try to land, ......"
"俎の上に乗るだけですわね。" -> "It's just a ride on a railroad."
"【ルカ】" -> "【Luke】"
"よし、行くぞっ！" -> "Alright, go ahead!"
"【ジェネラルマーメイド】" -> "【General Mermaid】"
"エル様！？" -> "ELLE! What?"
"【ジェネラルマーメイド】" -> "【General Mermaid】"
"くっ、ここで指揮を執らねば……" -> "Ku, I have to take command here ..."
"【騎士】" -> "[Knight]"
"一歩も退かぬぞ！　ぬぉぉぉぉ！！" -> "I will not retreat a step! I do not know! !"
"【ナイトマーメイド】" -> "【Night Mermaid】"
"女王様のために！" -> "For the Queen!"
"【騎士】" -> "[Knight]"
"一歩も退かぬぞ！　ぬぉぉぉぉ！！" -> "I will not retreat a step! I do not know! !"
"【ナイトマーメイド】" -> "【Night Mermaid】"
"女王様のために！" -> "For the Queen!"
"……………………" -> "........................"
"【少年】" -> "【boy】"
"うわーん！" -> "Wow!"
"【少女】" -> "【Girl】"
"ママー！" -> "Mommy!"
"【ルカ】" -> "【Luke】"
"やめろっ！" -> "Stop it!"
"……大声出さないの！" -> "... ... Do not give out loud!"
"子供達が怯えてるのが分からない……？" -> "I do not know the children are scared ... ....?"
"ほら、おうちはどこ？" -> "Hey, where is your home?"
"近くの避難所に送ってあげるから、泣かないで。" -> "I will send it to a nearby shelter, so do not cry."
"【ルカ】" -> "【Luke】"
"……………………" -> "........................"
"【ギギ】" -> "【Gigi】"
"ここは放っておいて良さそうじゃな……" -> "Leave it here, it looks nice ..."
"……………………" -> "........................"
"【少年】" -> "【boy】"
"うわーん！" -> "Wow!"
"【少女】" -> "【Girl】"
"ママー！" -> "Mommy!"
"【ルカ】" -> "【Luke】"
"やめろっ！" -> "Stop it!"
"……大声出さないの！" -> "... ... Do not give out loud!"
"子供達が怯えてるのが分からない……？" -> "I do not know the children are scared ... ....?"
"ほら、おうちはどこ？" -> "Hey, where is your home?"
"近くの避難所に送ってあげるから、泣かないで。" -> "I will send it to a nearby shelter, so do not cry."
"【ルカ】" -> "【Luke】"
"……………………" -> "........................"
"【ギギ】" -> "【Gigi】"
"ここは放っておいて良さそうじゃな……" -> "Leave it here, it looks nice ..."
"【マーメイド】" -> "【Mermaid】"
"魔物の良さ、教えてあげるわ……" -> "I will tell you the goodness of demons ......"
"【神官】" -> "Shinto priest"
"ああ……だ、ダメです……！！" -> "Oh ..., it's useless ...! !"
"【神官】" -> "Shinto priest"
"もう少しで、罪を犯していたところでした……" -> "I was almost at a crime ... ..."
"【ナイトマーメイド】" -> "【Night Mermaid】"
"……………………" -> "........................"
"【騎士】" -> "[Knight]"
"この身、骸と化しても……！" -> "Even if you become this body, a mascot ...!"
"【ナイトマーメイド】" -> "【Night Mermaid】"
"邪魔よ、どいてっ！" -> "Do not get in my way!"
"【ナイトマーメイド】" -> "【Night Mermaid】"
"……………………" -> "........................"
"【青年】" -> "Youth"
"たつのこ、がんばれー！" -> "Tatsukuno, do your best!"
"【ナイトマーメイド】" -> "【Night Mermaid】"
"人間にしては、腕が立つようね……" -> "It seems that my arms stand up for human beings ..."
"でも、その程度じゃ人魚の騎士には勝てないわよ！" -> "But, to that extent, you can not win the knight of mermaids!"
"【騎士】" -> "[Knight]"
"ぐっ、なんという強さ……！" -> "What strength! ...!"
"どうか、ご助力を……！" -> "Please, help yourself!"
"【ルカ】" -> "【Luke】"
"僕が相手だっ！" -> "I am your opponent!"
"【騎士】" -> "[Knight]"
"危ないところを、ありがとうございます。" -> "Thank you very much for your danger."
"お礼に、これを……" -> "Thanks for this ... ...."
"【ガラの悪そうな若者】" -> "【Young man who seems to be bad]"
"やっぱ、まっとうに生きなきゃダメだな……" -> "I guess I should just live it ..."
"【中年】" -> "【middle aged】"
"神聖なるサン・イリアが……魔物に蹂躙されるなんて……" -> "Sacred Saint-ilia ... ... It is overruled by demons ... ..."
"【ナイトマーメイド】" -> "【Night Mermaid】"
"人間にしては、腕が立つようね……" -> "It seems that my arms stand up for human beings ..."
"でも、その程度じゃ人魚の騎士には勝てないわよ！" -> "But, to that extent, you can not win the knight of mermaids!"
"【騎士】" -> "[Knight]"
"ぐっ、なんという強さ……！" -> "What strength! ...!"
"どうか、ご助力を……！" -> "Please, help yourself!"
"【騎士】" -> "[Knight]"
"傷が深い……少し休まなければ。" -> "The wound is deep ... ... I have to take a little rest."
"【兵士】" -> "[Soldier]"
"ふんばってやる……！" -> "I'll do it ... Huh!"
"……………………" -> "........................"
"【少年】" -> "【boy】"
"うわーん！" -> "Wow!"
"【少女】" -> "【Girl】"
"ママー！" -> "Mommy!"
"【ルカ】" -> "【Luke】"
"やめろっ！" -> "Stop it!"
"……大声出さないの！" -> "... ... Do not give out loud!"
"子供達が怯えてるのが分からない……？" -> "I do not know the children are scared ... ....?"
"ほら、おうちはどこ？" -> "Hey, where is your home?"
"近くの避難所に送ってあげるから、泣かないで。" -> "I will send it to a nearby shelter, so do not cry."
"【ルカ】" -> "【Luke】"
"……………………" -> "........................"
"【ギギ】" -> "【Gigi】"
"ここは放っておいて良さそうじゃな……" -> "Leave it here, it looks nice ..."
"【老人】" -> "[Old Man]"
"ナタリアポートに住む孫に伝えてくれ……" -> "Tell the grandchild who lives in Natalia Port ......"
"人魚を嫁に取るな、一生尻に敷かれる……と。" -> "Do not take a mermaid as a bride, lay in his ass in the end ... ... and."
"【メイア】" -> "[Meiah]"
"そんな事、しないですよ……" -> "I will not do such a thing ...."
"【兵士】" -> "[Soldier]"
"この数……防ぎきれん……" -> "This number ... ... Prevents pretty ..."
"【おばさん】" -> "【Aunt】"
"あんた……無事でいておくれよ……" -> "You ... please stay safe ......"
"【騎士】" -> "[Knight]"
"おのれ、魔物め！　聖都から去れ！" -> "He is a demon! Leave the Holy City!"
"【マーメイド】" -> "【Mermaid】"
"水の流れる都市……ここは私達が頂くわ！" -> "A city where water flows ... ... Here we are!"
"【神官】" -> "Shinto priest"
"聖なるオーラで、対抗します！" -> "In the holy aura, I will compete!"
"【マーメイド】" -> "【Mermaid】"
"ああもう、面倒ね……！" -> "Oh, it's too much trouble ...!"
"【兵士】" -> "[Soldier]"
"うぉぉぉぉ！！　通すかー！！" -> "Woo! ! Do not let go! !"
"【騎士】" -> "[Knight]"
"おのれ、魔物め！　聖都から去れ！" -> "He is a demon! Leave the Holy City!"
"【マーメイド】" -> "【Mermaid】"
"水の流れる都市……ここは私達が頂くわ！" -> "A city where water flows ... ... Here we are!"
"【ごろつき】" -> "【Thugs】"
"人魚にやられるなんて……" -> "To be taken by a mermaid ......"
"【騎士】" -> "[Knight]"
"イリアス様、どうかご加護を……" -> "Mr. Iliad, please prosecute ... ..."
"【イリアス】" -> "【Iliad】"
"数回ヌかれただけで、命に別状はありませんね。" -> "Just a few times, there is nothing wrong with life."
"まったく、不甲斐ない……" -> "Not at all pretty ... ..."
"【兵士】" -> "[Soldier]"
"一太刀も当てられないなんて……" -> "I can not afford one big sword ......"
"【マーメイド】" -> "【Mermaid】"
"……" -> "... ...."
"【中年】" -> "【middle aged】"
"海賊まで侵入してきてるのか……" -> "Are they breaking into pirates?"
"ああ……もう終わりだ……" -> "Oh ... it's over now ... ..."
"【白魔導師】" -> "【Shiroma】"
"ちょっと海賊に同情したくなりますね……" -> "It makes me want to feel sympathy for pirates for a moment ..."
"【青年】" -> "Youth"
"はぅぅぅ……" -> "Huuuu ......"
"【騎士】" -> "[Knight]"
"力、及ばず……" -> "Strength, beyond ... ..."
"【マーメイド】" -> "【Mermaid】"
"女同士でも、イイでしょ……？" -> "Even girls are good, are not they ...?"
"【バニー】" -> "【bunny】"
"ああっ……こんなぁ……" -> "Ahh ...... Hey ... ..."
"【ルカ】" -> "【Luke】"
"やめろっ！" -> "Stop it!"
"【バニー】" -> "【bunny】"
"ちょっと、邪魔しないでよ……いい所なのにぃ……" -> "Do not disturb me for a moment ... ... It is a nice place ......"
"【ルカ】" -> "【Luke】"
"なんだ、和姦か……" -> "What is it ...?"
"【サラ】" -> "【Sara】"
"ちょっと、うらやましい……" -> "Hey, I'm jealous ... ..."
"【老人】" -> "[Old Man]"
"イリアス様を軽んじた報いか……" -> "Was it rewarding Iliad?"
"【ナイトマーメイド】" -> "【Night Mermaid】"
"……………………" -> "........................"
"【剣士】" -> "【Swordsman】"
"こいつは俺に任せろ……！" -> "Leave this to me ...!"
"【ナイトマーメイド】" -> "【Night Mermaid】"
"さすがは聖都、腕の立つ者が多いわね……！" -> "As expected it is a holy city, there are many people with arms ...!"
"海兵集団奥義、ボコボコの陣！" -> "The marine group Mikei, the team of Bokoboko!"
"こんなの、卑怯でしょー！？" -> "It is cowardly like this! What?"
"【犬娘】" -> "【Inu-girl】"
"【マーメイド】" -> "【Mermaid】"
"あら、かわいい……" -> "Oh, it's cute ......"
"お手できますか？" -> "Can you do it?"
"【犬娘】" -> "【Inu-girl】"
"わう！" -> "Wow!"
"【マーメイド】" -> "【Mermaid】"
"うふふっ、いい子……" -> "Uhufu, good child ... ...."
"こんぶ飴をあげますね。" -> "I will give you konbu candy."
"【犬娘】" -> "【Inu-girl】"
"わう～♪" -> "Wow"
"【ポチ】" -> "【Pochi】"
"あたしにはくれないの……？" -> "You do not give me ... ....?"
"【マーメイド】" -> "【Mermaid】"
"はい、どうぞ。" -> "here you are"
"【ポチ】" -> "【Pochi】"
"わん♪" -> "Wank"
"【たま】" -> "【Tama】"
"にゃ～ん……" -> "Happy birthday ..."
"【マーメイド】" -> "【Mermaid】"
"あら、この子も欲しいんですか……？" -> "Oh, you want this girl ... ....?"
"はい、どうぞ。" -> "here you are"
"【たま】" -> "【Tama】"
"にゃっ♪" -> "Nya ♪"
"【マーメイド】" -> "【Mermaid】"
"魔物の良さ、教えてあげるわ……" -> "I will tell you the goodness of demons ......"
"【神官】" -> "Shinto priest"
"ああ……だ、ダメです……！！" -> "Oh ..., it's useless ...! !"
"【ルカ】" -> "【Luke】"
"やめろっ！" -> "Stop it!"
"【カワコ】" -> "【Kawako】"
"かっぱっぱ～！" -> "Kappa ~!"
"人魚と相撲だよ～！" -> "It's sumo wrestling with mermaid!"
"【神官】" -> "Shinto priest"
"た、助かりました……これをどうぞ！" -> "It was saved ... ... Please have this!"
"【隊長】" -> "【Captain】"
"これ以上、中央に進ませはしないぞ！" -> "I will not let you go to the center any more!"
"【ジェネラルマーメイド】" -> "【General Mermaid】"
"……………………" -> "........................"
"【マーメイド】" -> "【Mermaid】"
"……" -> "... ...."
"【マーメイド】" -> "【Mermaid】"
"……" -> "... ...."
"【マーメイド】" -> "【Mermaid】"
"……" -> "... ...."
"【マーメイド】" -> "【Mermaid】"
"……" -> "... ...."
"【マーメイド】" -> "【Mermaid】"
"……" -> "... ...."
"【ナイトマーメイド】" -> "【Night Mermaid】"
"……………………" -> "........................"
"【ナイトマーメイド】" -> "【Night Mermaid】"
"……………………" -> "........................"
"【ナイトマーメイド】" -> "【Night Mermaid】"
"……………………" -> "........................"
"【騎士】" -> "[Knight]"
"この身、骸と化しても……！" -> "Even if you become this body, a mascot ...!"
"【ナイトマーメイド】" -> "【Night Mermaid】"
"邪魔よ、どいてっ！" -> "Do not get in my way!"
"【騎士】" -> "[Knight]"
"これ以上、体が動かん……" -> "My body does not move any further ..."
"【ナイトマーメイド】" -> "【Night Mermaid】"
"ちょっと精気を補給させてもらうわ……" -> "I'll have a little mentality supplement ..."
"【青年】" -> "Youth"
"あ……あ、あぁぁ――！！" -> "Ah ... ... Ah, oh! !"
"【青年】" -> "Youth"
"忘れられなくなりそうだ……" -> "I will not be able to forget ... ..."
"【ナイトマーメイド】" -> "【Night Mermaid】"
"ちょっと精気を補給させてもらうわ……" -> "I'll have a little mentality supplement ..."
"【青年】" -> "Youth"
"あ……あ、あぁぁ――！！" -> "Ah ... ... Ah, oh! !"
"【ルカ】" -> "【Luke】"
"やめろっ！" -> "Stop it!"
"【たつこ】" -> "【Tatsuko】"
"強姦罪の現行犯で逮捕するのです！" -> "You are arrested for the current offense of rape charges!"
"【青年】" -> "Youth"
"はぅぅ……これ、どうぞ……" -> "Ha ha ... ... this, please."
"【商人マーメイド】" -> "【Merchant Mermaid】"
"うちのおっぱい、買いたいやろ……" -> "My boobs, I want to buy ...."
"で、使い放題やで？" -> "So, with all - you - can-eat?"
"【ガラの悪そうな若者】" -> "【Young man who seems to be bad]"
"うわぁ、押し売りだー！！" -> "Wow, I'm sticking out! !"
"【ルカ】" -> "【Luke】"
"やめろっ！" -> "Stop it!"
"【くれは】" -> "【Girlfriend】"
"ケンカなら、いくらでも買うぜ！" -> "If you are a fight, I will buy as many!"
"【ガラの悪そうな若者】" -> "【Young man who seems to be bad]"
"押し売り、マジこぇぇ……" -> "Press away, Majee!"
"これ、持っていってくれよ。" -> "Take this."
"……" -> "... ...."
"海軍より救援に来たのです！" -> "I came to rescue more than the Navy!"
"海賊討伐は海軍の役目なのです！" -> "Piracy is a role of the Navy!"
"海兵はいつも邪魔！" -> "Marines are always in the way!"
"ぶっ倒しちゃうからー！" -> "I will overthrow!"
"……" -> "... ...."
"海軍より救援に来たのです！" -> "I came to rescue more than the Navy!"
"海賊討伐は海軍の役目なのです！" -> "Piracy is a role of the Navy!"
"海兵はいつも邪魔！" -> "Marines are always in the way!"
"ぶっ倒しちゃうからー！" -> "I will overthrow!"
"海軍より救援に来たのです！" -> "I came to rescue more than the Navy!"
"海賊討伐は海軍の役目なのです！" -> "Piracy is a role of the Navy!"
"海兵はいつも邪魔！" -> "Marines are always in the way!"
"ぶっ倒しちゃうからー！" -> "I will overthrow!"
"海軍より救援に来たのです！" -> "I came to rescue more than the Navy!"
"海賊討伐は海軍の役目なのです！" -> "Piracy is a role of the Navy!"
"海兵はいつも邪魔！" -> "Marines are always in the way!"
"ぶっ倒しちゃうからー！" -> "I will overthrow!"
"海軍より救援に来たのです！" -> "I came to rescue more than the Navy!"
"海賊討伐は海軍の役目なのです！" -> "Piracy is a role of the Navy!"
"海兵はいつも邪魔！" -> "Marines are always in the way!"
"ぶっ倒しちゃうからー！" -> "I will overthrow!"
"海軍より救援に来たのです！" -> "I came to rescue more than the Navy!"
"海賊討伐は海軍の役目なのです！" -> "Piracy is a role of the Navy!"
"海兵はいつも邪魔！" -> "Marines are always in the way!"
"ぶっ倒しちゃうからー！" -> "I will overthrow!"
"海軍より救援に来たのです！" -> "I came to rescue more than the Navy!"
"海賊討伐は海軍の役目なのです！" -> "Piracy is a role of the Navy!"
"海兵はいつも邪魔！" -> "Marines are always in the way!"
"ぶっ倒しちゃうからー！" -> "I will overthrow!"
"……" -> "... ...."
"海軍より救援に来たのです！" -> "I came to rescue more than the Navy!"
"海賊討伐は海軍の役目なのです！" -> "Piracy is a role of the Navy!"
"海兵はいつも邪魔！" -> "Marines are always in the way!"
"ぶっ倒しちゃうからー！" -> "I will overthrow!"
"海兵集団奥義、ボコボコの陣！" -> "The marine group Mikei, the team of Bokoboko!"
"こんなの、卑怯でしょー！？" -> "It is cowardly like this! What?"
"海兵集団奥義、ボコボコの陣！" -> "The marine group Mikei, the team of Bokoboko!"
"こんなの、卑怯でしょー！？" -> "It is cowardly like this! What?"
"海軍より救援に来たのです！" -> "I came to rescue more than the Navy!"
"海賊討伐は海軍の役目なのです！" -> "Piracy is a role of the Navy!"
"海兵はいつも邪魔！" -> "Marines are always in the way!"
"ぶっ倒しちゃうからー！" -> "I will overthrow!"
"海兵集団奥義、ボコボコの陣！" -> "The marine group Mikei, the team of Bokoboko!"
"こんなの、卑怯でしょー！？" -> "It is cowardly like this! What?"
"海軍より救援に来たのです！" -> "I came to rescue more than the Navy!"
"海賊討伐は海軍の役目なのです！" -> "Piracy is a role of the Navy!"
"海兵はいつも邪魔！" -> "Marines are always in the way!"
"ぶっ倒しちゃうからー！" -> "I will overthrow!"
"海軍より救援に来たのです！" -> "I came to rescue more than the Navy!"
"海賊討伐は海軍の役目なのです！" -> "Piracy is a role of the Navy!"
"海兵はいつも邪魔！" -> "Marines are always in the way!"
"ぶっ倒しちゃうからー！" -> "I will overthrow!"
"海軍より救援に来たのです！" -> "I came to rescue more than the Navy!"
"海賊討伐は海軍の役目なのです！" -> "Piracy is a role of the Navy!"
"海兵はいつも邪魔！" -> "Marines are always in the way!"
"ぶっ倒しちゃうからー！" -> "I will overthrow!"
"海軍より救援に来たのです！" -> "I came to rescue more than the Navy!"
"海賊討伐は海軍の役目なのです！" -> "Piracy is a role of the Navy!"
"海兵はいつも邪魔！" -> "Marines are always in the way!"
"ぶっ倒しちゃうからー！" -> "I will overthrow!"
"海兵集団奥義、ボコボコの陣！" -> "The marine group Mikei, the team of Bokoboko!"
"こんなの、卑怯でしょー！？" -> "It is cowardly like this! What?"
"海兵集団奥義、ボコボコの陣！" -> "The marine group Mikei, the team of Bokoboko!"
"こんなの、卑怯でしょー！？" -> "It is cowardly like this! What?"
"海兵集団奥義、ボコボコの陣！" -> "The marine group Mikei, the team of Bokoboko!"
"こんなの、卑怯でしょー！？" -> "It is cowardly like this! What?"
"【ナイトマーメイド】" -> "【Night Mermaid】"
"……………………" -> "........................"
"【犬娘】" -> "【Inu-girl】"
"【マーメイド】" -> "【Mermaid】"
"あら、かわいい……" -> "Oh, it's cute ......"
"お手できますか？" -> "Can you do it?"
"【犬娘】" -> "【Inu-girl】"
"わう！" -> "Wow!"
"【マーメイド】" -> "【Mermaid】"
"うふふっ、いい子……" -> "Uhufu, good child ... ...."
"こんぶ飴をあげますね。" -> "I will give you konbu candy."
"【犬娘】" -> "【Inu-girl】"
"わう～♪" -> "Wow"
"【ポチ】" -> "【Pochi】"
"あたしにはくれないの……？" -> "You do not give me ... ....?"
"【マーメイド】" -> "【Mermaid】"
"はい、どうぞ。" -> "here you are"
"【ポチ】" -> "【Pochi】"
"わん♪" -> "Wank"
"【たま】" -> "【Tama】"
"にゃ～ん……" -> "Happy birthday ..."
"【マーメイド】" -> "【Mermaid】"
"あら、この子も欲しいんですか……？" -> "Oh, you want this girl ... ....?"
"はい、どうぞ。" -> "here you are"
"【たま】" -> "【Tama】"
"にゃっ♪" -> "Nya ♪"
"【ナイトマーメイド】" -> "【Night Mermaid】"
"邪魔はさせないわ……行くわよ！" -> "I will not let you get in the way ... I will go!"
"【月花】" -> "【Tsukihana】"
"いざ、参る……！" -> "Now, I will come ...!"
"【マーメイド】" -> "【Mermaid】"
"あなたの精、美味しそうね……" -> "You look delicious, tasty ..."
"お姉さんとイイ事しましょ♪" -> "Let's do it with your sister ♪"
"【キャロル】" -> "【Carol】"
"あら、残念……" -> "Oh, sorry ...."
"お姉さんが、もっとイイ事をしてあげるわね！" -> "My older sister will do more things!"
"【剣士】" -> "【Swordsman】"
"こいつは俺に任せろ……！" -> "Leave this to me ...!"
"【ナイトマーメイド】" -> "【Night Mermaid】"
"さすがは聖都、腕の立つ者が多いわね……！" -> "As expected it is a holy city, there are many people with arms ...!"
"【ジェネラルマーメイド】" -> "【General Mermaid】"
"ここらの男は張り合いがないわね……" -> "These guys have no competition ... ..."
"あんた、私の相手をしてみる？" -> "You, try my opponent?"
"【アーサー】" -> "【Arthur】"
"女王の親衛隊か……" -> "Is it the Queen's Guard? ..."
"相手にとって、不足はない！" -> "For the opponent, there is no shortage!"
"【騎士】" -> "[Knight]"
"この強さ、女王の親衛隊か……" -> "This strength, the Queen's Guard, ......"
"【兵士】" -> "[Soldier]"
"つ、強い……" -> "One, strong ..."
"【ジェネラルマーメイド】" -> "【General Mermaid】"
"人間……やはりこの程度ね。" -> "Humans .... Again this degree."
"【騎士Ａ】" -> "[Knight A]"
"三人掛かりで、足止めが精一杯とは……！" -> "With three people, with the utmost difficulty ... ...!"
"【騎士Ｂ】" -> "[Knight B]"
"騎士の誇りにかけて、こいつはここで倒す……！" -> "Be proud of the knight, beat him down here ...!"
"【ジェネラルマーメイド】" -> "【General Mermaid】"
"人間……やはりこの程度ね。" -> "Humans .... Again this degree."
"【騎士Ａ】" -> "[Knight A]"
"三人掛かりで、足止めが精一杯とは……！" -> "With three people, with the utmost difficulty ... ...!"
"【騎士Ｂ】" -> "[Knight B]"
"騎士の誇りにかけて、こいつはここで倒す……！" -> "Be proud of the knight, beat him down here ...!"
"【ジェネラルマーメイド】" -> "【General Mermaid】"
"人間……やはりこの程度ね。" -> "Humans .... Again this degree."
"【騎士Ａ】" -> "[Knight A]"
"三人掛かりで、足止めが精一杯とは……！" -> "With three people, with the utmost difficulty ... ...!"
"【騎士Ｂ】" -> "[Knight B]"
"騎士の誇りにかけて、こいつはここで倒す……！" -> "Be proud of the knight, beat him down here ...!"
"【ジェネラルマーメイド】" -> "【General Mermaid】"
"人間……やはりこの程度ね。" -> "Humans .... Again this degree."
"【騎士Ａ】" -> "[Knight A]"
"三人掛かりで、足止めが精一杯とは……！" -> "With three people, with the utmost difficulty ... ...!"
"【騎士Ｂ】" -> "[Knight B]"
"騎士の誇りにかけて、こいつはここで倒す……！" -> "Be proud of the knight, beat him down here ...!"
"【兵士】" -> "[Soldier]"
"う……ぐぅ……" -> "Well ......"
"【兵士】" -> "[Soldier]"
"う……ぐぅ……" -> "Well ......"
"【神官】" -> "Shinto priest"
"どうか、救いを……" -> "Please, rescue ..."
"【騎士】" -> "[Knight]"
"これ以上の狼藉は許さん！" -> "No more wolves are allowed!"
"【マーメイド】" -> "【Mermaid】"
"いきの良い人間……後でたっぷり犯してあげるわ。" -> "A good guy ...... I will commit plenty later."
"【騎士】" -> "[Knight]"
"これ以上の狼藉は許さん！" -> "No more wolves are allowed!"
"【マーメイド】" -> "【Mermaid】"
"いきの良い人間……後でたっぷり犯してあげるわ。" -> "A good guy ...... I will commit plenty later."
"【神官】" -> "Shinto priest"
"ああ、神よ……" -> "Oh, God ......"
"【神官】" -> "Shinto priest"
"聖なるオーラで、対抗します！" -> "In the holy aura, I will compete!"
"【マーメイド】" -> "【Mermaid】"
"ああもう、面倒ね……！" -> "Oh, it's too much trouble ...!"
"【神官】" -> "Shinto priest"
"聖なるオーラで、対抗します！" -> "In the holy aura, I will compete!"
"【マーメイド】" -> "【Mermaid】"
"ああもう、面倒ね……！" -> "Oh, it's too much trouble ...!"
"【神官】" -> "Shinto priest"
"聖なるオーラで、対抗します！" -> "In the holy aura, I will compete!"
"【マーメイド】" -> "【Mermaid】"
"ああもう、面倒ね……！" -> "Oh, it's too much trouble ...!"
"【神官】" -> "Shinto priest"
"信心が足りなかった……" -> "There was not enough religion ......"
"【神官】" -> "Shinto priest"
"神よ……" -> "Oh God……"
"【ナイトマーメイド】" -> "【Night Mermaid】"
"骨がありそうね……尋常に、勝負！" -> "There seems to be bones ...... Victory, fight!"
"【イヅナ】" -> "【Ituna】"
"いざ、行くぞ！" -> "I will go, I will!"
"【ナイトマーメイド】" -> "【Night Mermaid】"
"……………………" -> "........................"
"城門前で激闘が繰り広げられている！" -> "A fierce fight is spreading in front of the castle gate!"
"城門前で激闘が繰り広げられている！" -> "A fierce fight is spreading in front of the castle gate!"
"城門前で激闘が繰り広げられている！" -> "A fierce fight is spreading in front of the castle gate!"
"【兵士】" -> "[Soldier]"
"もう戦えない……" -> "I can not fight anymore ..."
"城門前で激闘が繰り広げられている！" -> "A fierce fight is spreading in front of the castle gate!"
"城門前で激闘が繰り広げられている！" -> "A fierce fight is spreading in front of the castle gate!"
"【騎士】" -> "[Knight]"
"我ながら、情けない……" -> "While I am miserable ... ..."
"【ローレライ】" -> "【Lorelei】"
"……………………" -> "........................"
"【兵士】" -> "[Soldier]"
"う、うぅぅ……" -> "Wow, ..."
"【騎士】" -> "[Knight]"
"この人魚、信じられない強さだ……" -> "This mermaid, incredible strength ... ..."
"【ローレライ】" -> "【Lorelei】"
"エル様の元には行かせないわ……" -> "I will not let you go to Mr. Ella ... ..."
"【ルカ】" -> "【Luke】"
"なら、押し通る！" -> "Then, push through!"
"【サラマンダー】" -> "【Salamander】"
"焼き尽くしてくれよう！" -> "Burn it up!"
"【ローレライ】" -> "【Lorelei】"
"エル様……" -> "Mr. El ..."
"【エル】" -> "【El】"
"いけいけ～！　やっちゃえ～！" -> "Ikegai ~! Do it!"
"【アリス】" -> "【Alice】"
"あれは……クィーンマーメイドの娘、人魚姫か。" -> "Is that ... ... Queen Mermaid's daughter, Mermaid Princess?"
"この軍は奴が率いているようだな。" -> "This army seems to be led by him."
"【イリアス】" -> "【Iliad】"
"あれは……クィーンマーメイドの娘、人魚姫ですね。" -> "That is ... ... Queen Mermaid's daughter is a mermaid princess."
"この軍はあの者が率いているようです。" -> "This army seems to be led by him."
"【エル】" -> "【El】"
"いけいけ～！　……わぁ、あれ何？" -> "Ikegai ~! ...... Wow, what's that?"
