"　　　　　　　　　　　　　 － Artists －" -> "- Artists -"
"　　　　　　　　　　　　　　　いろどり" -> "Irodori"
"　　　　　　　　　　　　　　　 鰯の頭" -> "Sardine's head"
"　　　　　　　　　　　　　　　 海の山" -> "Mountain of the sea"
"　　　　　　　　　　　　　　　　えぺ" -> "Elephant"
"　　　　　　　　　　　　　　クール教信者" -> "Coolist"
"　　　　　　　　　　　　　 　　日下部" -> "Kusakabe"
"　　　　　　　　　　　　　　 健康クロス" -> "Health cloth"
"　　　　　　　　　　　　　 　しぃずぴぃ" -> "Shimpi"
"　　　　　　　　　　　　　　　　しき" -> "Morale"
"　　　　　　　　　　　　　　　 シルク" -> "Silk"
"　　　　　　　　　　　　　 　人外モドキ" -> "Human-made mood"
"　　　　　　　　　　　　　　　すがもん" -> "Summon"
"　　　　　　　　　　　　　　ステルス改行" -> "Stealth line feed"
"　　　　　　　　　　　　　 　　瀬戸内" -> "Setouchi"
"　　　　　　　　　　　　　　デルフィナス" -> "Delphinas"
"　　　　　　　　　　　　　　　とーます" -> "To arrive at"
"　　　　　　　　　　　　　　なぐるふぁる" -> "Frog"
"　　　　　　　　　　　 　　　ネコまんま" -> "Catsman"
"　　　　　　　　　　 　　　　　真喜屋" -> "Shinya"
"　　　　　　　　　　　　　　　雪村信二" -> "Shinji Yukimura"
"　　　　　　　　　　　　　　 磊磊ちかさ" -> "Lei Lei"
"　　　　　　　　　　　　 － ドットキャラ －" -> "- Dot character -"
"　　　　　　　　　　 　　　　　mikecat" -> "Mikecat"
"　　　　　　　　　　　　　　　コトブキ" -> "Kotobuki"
"　　　　　　　　　　　　　　　 シルク" -> "Silk"
"　　　　　　　　　　　　　 － 背景画像 －" -> "              - background image -"
"　　　　　　　　　　　　　　　　KOKO" -> "KOKO"
"　　　　　　　　　　 　　 キュキュキュのQ" -> "Q of Qukyu Q"
"　　　　　　　　　　　 　 ぐったりにゃんこ" -> "Nitori Nyanko"
"　　　　　　　　　　　　　　　誰そ彼亭" -> "Who is it?"
"　　　　　　　　　　　　　背景写真補完の会" -> "Background picture supplementation party"
"　　　　　　　　　　　－ メインスクリプター －" -> "- Main scriptor -"
"　　　　　　　　　　　　　　　　トリス" -> "Tris"
"　　　　　　　　　　　　－ スクリプト素材 －" -> "- Script material -"
"　　　　　　　　　　　　　　　CACAO SOFT" -> "CACAO SOFT"
"　　　　　　　　　　　　　　 DEICIDE ALMA" -> "DEICIDE ALMA"
"　　　　　　　　　　　　　　　TYPE74RX" -> "TYPE 74 RX"
"　　　　　　　　　　　　　　　WhiteFlute" -> "WhiteFlute"
"　　　　　　　　　　　　　　　　塵風" -> "Dusty wind"
"　　　　　　　　　　　　　　　ひきも記" -> "Dictionary"
"　　　　　　　　　　　－ スペシャルサンクス －" -> "           - Special thanks -"
"　　　　　　　　　　　　　　　名無し蛙" -> "Nameless frog"
"　　　　　　　　　　　　　　　　KURE" -> "KURE"
"　　　　　　　　　　　　　　　 白の魔" -> "White demon"
"　　　　　　　　　　　　　　－ ボイス －" -> "- Voice -"
"　　　　　　　　　　　　　　　彩瀬ゆり" -> "Yuri Ayase"
"　　　　　　　　　　　　　　 － 音楽 －" -> "               - musics -"
"　　　　　　　　　　　　　　　煉獄庭園" -> "Purgatory garden"
"　　　　　　　　　　　　　　　　KOU" -> "KOU"
"　　　　　　　　　　　　　　Pianos DauGe" -> "Pianos DauGe"
"　　　　　　　　　　　　 オーライフジャパン" -> "O Life Japan"
"　　　　　　　　　　　　　　　みゅうー" -> "Mu"
"　　　　　　　　　　　　　 零式マテリアル" -> "Zero type material"
"　　　　　　　　　　　　　　－ 効果音 －" -> "              - Sound effect -"
"　　　　　　　　　　　　　　　kcy TETUO" -> "Kcy TETUO"
"　　　　　　　　　　　　　　　廻斬夢廊" -> "Cuttings"
"　　　　　　　　　　　　ザ・マッチメイカァズ" -> "The Matchmakers"
"　　　　　　　　　　　　 月に憑かれたピエロ" -> "Clown possessed by the moon"
"　　　　　　　　　　　　　　　 魔王魂" -> "Satan's spirit"
"　　　　　　　　　　　　　 － アイコン －" -> "- Icon -"
"　　　　　　　　　　　　　　SunDrivePlus" -> "SunDrivePlus"
"　　　　　　　　　　　　　　 あぱぱぱん" -> "After all"
"　　　　　　　　　　　　　　 あひる小屋" -> "Duck house"
"　　　　　　　　　　　　　　　臼井の会" -> "Usui's Association"
"　　　　　　　　　　　　　　　　沙夢" -> "Saya"
"　　　　　　　　　　　　　　　化け猫屋" -> "A gamble shop"
"　　　　　　　　　　　　　　ひょうぶろぐ" -> "Hail"
"　　　　　　　　　　　　　　　　星潟" -> "Nagari"
"　　　　　　　　　　　　　－ マップ製作 －" -> "- Map making -"
"　　　　　　　　　　　　　　　 sagaya" -> "Sagaya"
"　　　　　　　　　　　　　　 エクロウレ" -> "Eculere"
"　　　　　　　　　　　　　　　 わをん" -> "Waka"
"　　　　　　　　　　　　　　　 柊一元" -> "Hiiragi"
"　　　　　　　　　　　　　－ マップ素材 －" -> "- Map material -"
"　　　　　　　　　　　　　 Auld Lang Syne" -> "Auld Lang Syne"
"　　　　　　　　　　　　　　　 REFMAP" -> "REFMAP"
"　　　　　　　　　　　　　tokkuriのまったり" -> "Chill of tokkuri"
"　　　　　　　　　　　　　　　Yukimichi" -> "Yukimichi"
"　　　　　　　　　　　　犬分補給が最優先だ！" -> "Dog supply is top priority!"
"　　　　　　　　　　　　　　　　黄風" -> "Yellow wind"
"　　　　　　　　　　　　　　こまっちゃん" -> "Tomari-chan"
"　　　　　　　　　　　　　 のんびりまったり" -> "A relaxing chill"
"　　　　　　　　　　　　　－ エフェクト －" -> "- Effect -"
"　　　　　　　　　　　　　　　　ken" -> "Ken"
"　　　　　　　　　　　　　　　ふりいど" -> "Pretty"
"　　　　　　　　　　　　　　　　owl" -> "Owl"
"　　　　　　　　　　　　　　　　piro" -> "Piro"
"　　　　　　　　　　　　　　SPIERAL WIND" -> "SPIERAL WIND"
"　　　　　　　　　　　　　　　臼井の会" -> "Usui's Association"
"　　　　　　　　　　　　　　　　団子" -> "Dumpling"
"　　　　　　　　　　　　　　　なまもの" -> "Nameless"
"　　　　　　　　　　　　　　　 白儚館" -> "Shirakkan"
"　　　　　　　　　　　　　　　 箱庭亭" -> "Hakodatei"
"　　　　　　　　　　　　　　　ぱおぴい" -> "Pappy"
"　　　　　　　　　　　　　　　 ファル" -> "Fal"
"　　　　　　　　　　　　　　 龍のｘｘｘ" -> "Dragon's xxx"
"　　　　　　　　　　　　 － タイトルロゴ －" -> "- Title logo -"
"　　　　　　　　　　　　　　　　丼丸" -> "Rice noodles"
"　　　　　　　　　　　　　 － 画像編集 －" -> "              - edit a picture -"
"　　　　　　　　　　　　　　　　藤本" -> "Fujimoto"
"　　　　　　　　　　　　 － 打ち込み補助 －" -> "- Driving assistance -"
"　　　　　　　　　　　　　　　　AST" -> "AST"
"　　　　　　　　　　　　　　　 アルク" -> "Ark"
"　　　　　　　　　　　　　　　　黒霧" -> "Black fog"
"　　　　　　　　　　　　－ テストプレイヤー －" -> "- Test Player -"
"　　　　　　　　　　　　　　　　Frec" -> "Frec"
"　　　　　　　　　　　　　　 　鍛冶屋" -> "                blacksmith"
"　　　　　　　　　　　　　　　さばみそ" -> "Samba"
"　　　　　　　　　　　　　　　 座布団" -> "Cushion"
"　　　　　　　　　　　　　　 にこいんく" -> "Nationwide"
"　　　　　　　　　　　　　　　　白夜" -> "White night"
"　　　　　　　　　　　　　　　　もち" -> "Mochi"
"　　　　　　　　　　　　　 － シナリオ －" -> "- Scenario -"
"　　　　　　　　　　　　　　　とろとろ" -> "Roughness"
"　　　　　　　　　　　　　　 － 製作 －" -> "               - Production -"
"　　　　　　　　　　　　とろとろレジスタンス" -> "Roughness resistance"
"もんむす・くえすと！　ぱらどっくすRPG　中章の物語が終了しました。" -> "Troublesome · ___ ___ 0 The story of the middle chapter of the Arakawa RPG has ended."
"これ以上、ストーリーを進める事はできません。" -> "I can not proceed with the story any more."
"前章～中章の範囲内で、冒険を続ける事は可能です。" -> "It is possible to continue adventure within the range of the previous chapter ~ middle chapter."
"このセーブデータは、終章に引き継ぐ事ができます。" -> "This save data can be handed over to the final chapter."
"　　　　　　　　　　　　　 － イラスト －" -> "              - An illustration -"
"　　　　　　　　　　　　　　　　D" -> "D"
"　　　　　　　　　　　　　　　　frfr" -> "Fr fr"
"　　　　　　　　　　　　　　　 kupala" -> "Kupala"
"　　　　　　　　　　　　　　 　masha" -> "Masha"
"　　　　　　　　　　　　　　　 UN" -> "UN"
"　　　　　　　　　　　　　　　 xelvy" -> "Xelvy"
"　　　　　　　　　　　　　　あかざわRED" -> "Akazazawa RED"
"　　　　　　　　　　　　　　　アレキシ" -> "Alexi"
"　　　　　　　　　　　　　　　いろどり" -> "Irodori"
"　　　　　　　　　　　　　　　 鰯の頭" -> "Sardine's head"
"　　　　　　　　　　　　　　　 海の山" -> "Mountain of the sea"
"　　　　　　　　　　　　　　　　えぺ" -> "Elephant"
"　　　　　　　　　　　　　　クール教信者" -> "Coolist"
"　　　　　　　　　　　　　 　　日下部" -> "Kusakabe"
"　　　　　　　　　　　　　　 健康クロス" -> "Health cloth"
"　　　　　　　　　　　　　　 小石ちかさ" -> "Small pebbles"
"　　　　　　　　　　　　　 　しぃずぴぃ" -> "Shimpi"
"　　　　　　　　　　　　　　　　しき" -> "Morale"
"　　　　　　　　　　　　　　　 シルク" -> "Silk"
"　　　　　　　　　　　　　 　人外モドキ" -> "Human-made mood"
"　　　　　　　　　　　　　　　すがもん" -> "Summon"
"　　　　　　　　　　　　　　ステルス改行" -> "Stealth line feed"
"　　　　　　　　　　　　　 　　瀬戸内" -> "Setouchi"
"　　　　　　　　　　　　　　デルフィナス" -> "Delphinas"
"　　　　　　　　　　　　　　　とーます" -> "To arrive at"
"　　　　　　　　　　　　　　なぐるふぁる" -> "Frog"
"　　　　　　　　　　　 　　　ネコまんま" -> "Catsman"
"　　　　　　　　　　 　　　　　真喜屋" -> "Shinya"
"　　　　　　　　　　　　　　　雪村信二" -> "Shinji Yukimura"
"　　　　　　　　　　　　 － ドットキャラ －" -> "- Dot character -"
"　　　　　　　　　　 　　　　　mikecat" -> "Mikecat"
"　　　　　　　　　　　　　　　コトブキ" -> "Kotobuki"
"　　　　　　　　　　　　　　　 シルク" -> "Silk"
"　　　　　　　　　　　　　 － 背景画像 －" -> "              - background image -"
"　　　　　　　　　　　　　　　　KOKO" -> "KOKO"
"　　　　　　　　　　 　　 キュキュキュのQ" -> "Q of Qukyu Q"
"　　　　　　　　　　　 　 ぐったりにゃんこ" -> "Nitori Nyanko"
"　　　　　　　　　　　　　　　誰そ彼亭" -> "Who is it?"
"　　　　　　　　　　　　　背景写真補完の会" -> "Background picture supplementation party"
"　　　　　　　　　　　－ メインスクリプター －" -> "- Main scriptor -"
"　　　　　　　　　　　　　　　　トリス" -> "Tris"
"　　　　　　　　　　　　－ スクリプト素材 －" -> "- Script material -"
"　　　　　　　　　　　　　　　CACAO SOFT" -> "CACAO SOFT"
"　　　　　　　　　　　　　　 DEICIDE ALMA" -> "DEICIDE ALMA"
"　　　　　　　　　　　　　　　TYPE74RX" -> "TYPE 74 RX"
"　　　　　　　　　　　　　　　WhiteFlute" -> "WhiteFlute"
"　　　　　　　　　　　　　　　　塵風" -> "Dusty wind"
"　　　　　　　　　　　　　　　ひきも記" -> "Dictionary"
"　　　　　　　　　　　－ スペシャルサンクス －" -> "           - Special thanks -"
"　　　　　　　　　　　　　　　名無し蛙" -> "Nameless frog"
"　　　　　　　　　　　　　　　　KURE" -> "KURE"
"　　　　　　　　　　　　　　　 白の魔" -> "White demon"
"　　　　　　　　　　　　　　－ ボイス －" -> "- Voice -"
"　　　　　　　　　　　　　　　彩瀬ゆり" -> "Yuri Ayase"
"　　　　　　　　　　　　　　 － 音楽 －" -> "               - musics -"
"　　　　　　　　　　　　　　　煉獄庭園" -> "Purgatory garden"
"　　　　　　　　　　　　　　　　KOU" -> "KOU"
"　　　　　　　　　　　　　　Pianos DauGe" -> "Pianos DauGe"
"　　　　　　　　　　　　 オーライフジャパン" -> "O Life Japan"
"　　　　　　　　　　　　　　　みゅうー" -> "Mu"
"　　　　　　　　　　　　　 零式マテリアル" -> "Zero type material"
"　　　　　　　　　　　　　　－ 効果音 －" -> "              - Sound effect -"
"　　　　　　　　　　　　　　　kcy TETUO" -> "Kcy TETUO"
"　　　　　　　　　　　　　　　廻斬夢廊" -> "Cuttings"
"　　　　　　　　　　　　ザ・マッチメイカァズ" -> "The Matchmakers"
"　　　　　　　　　　　　 月に憑かれたピエロ" -> "Clown possessed by the moon"
"　　　　　　　　　　　　　　　 魔王魂" -> "Satan's spirit"
"　　　　　　　　　　　　　 － アイコン －" -> "- Icon -"
"　　　　　　　　　　　　　　SunDrivePlus" -> "SunDrivePlus"
"　　　　　　　　　　　　　　 あぱぱぱん" -> "After all"
"　　　　　　　　　　　　　　 あひる小屋" -> "Duck house"
"　　　　　　　　　　　　　　　臼井の会" -> "Usui's Association"
"　　　　　　　　　　　　　　　　沙夢" -> "Saya"
"　　　　　　　　　　　　　　　化け猫屋" -> "A gamble shop"
"　　　　　　　　　　　　　　ひょうぶろぐ" -> "Hail"
"　　　　　　　　　　　　　　　　星潟" -> "Nagari"
"　　　　　　　　　　　　　－ マップ製作 －" -> "- Map making -"
"　　　　　　　　　　　　　　　 sagaya" -> "Sagaya"
"　　　　　　　　　　　　　　 エクロウレ" -> "Eculere"
"　　　　　　　　　　　　　　　 わをん" -> "Waka"
"　　　　　　　　　　　　　　　 柊一元" -> "Hiiragi"
"　　　　　　　　　　　　　－ マップ素材 －" -> "- Map material -"
"　　　　　　　　　　　　　 Auld Lang Syne" -> "Auld Lang Syne"
"　　　　　　　　　　　　　　　 REFMAP" -> "REFMAP"
"　　　　　　　　　　　　　tokkuriのまったり" -> "Chill of tokkuri"
"　　　　　　　　　　　　　　　Yukimichi" -> "Yukimichi"
"　　　　　　　　　　　　犬分補給が最優先だ！" -> "Dog supply is top priority!"
"　　　　　　　　　　　　　　　　黄風" -> "Yellow wind"
"　　　　　　　　　　　　　　こまっちゃん" -> "Tomari-chan"
"　　　　　　　　　　　　　 のんびりまったり" -> "A relaxing chill"
"　　　　　　　　　　　　　－ エフェクト －" -> "- Effect -"
"　　　　　　　　　　　　　　　　ken" -> "Ken"
"　　　　　　　　　　　　　　　ふりいど" -> "Pretty"
"　　　　　　　　　　　　　　　　owl" -> "Owl"
"　　　　　　　　　　　　　　　　piro" -> "Piro"
"　　　　　　　　　　　　　　SPIERAL WIND" -> "SPIERAL WIND"
"　　　　　　　　　　　　　　　臼井の会" -> "Usui's Association"
"　　　　　　　　　　　　　　　　団子" -> "Dumpling"
"　　　　　　　　　　　　　　　なまもの" -> "Nameless"
"　　　　　　　　　　　　　　　 白儚館" -> "Shirakkan"
"　　　　　　　　　　　　　　　 箱庭亭" -> "Hakodatei"
"　　　　　　　　　　　　　　　ぱおぴい" -> "Pappy"
"　　　　　　　　　　　　　　　 ファル" -> "Fal"
"　　　　　　　　　　　　　　 龍のｘｘｘ" -> "Dragon's xxx"
"　　　　　　　　　　　　 － タイトルロゴ －" -> "- Title logo -"
"　　　　　　　　　　　　　　　　丼丸" -> "Rice noodles"
"　　　　　　　　　　　　　 － 画像編集 －" -> "              - edit a picture -"
"　　　　　　　　　　　　　　　　藤本" -> "Fujimoto"
"　　　　　　　　　　　　 － 打ち込み補助 －" -> "- Driving assistance -"
"　　　　　　　　　　　　　　　　AST" -> "AST"
"　　　　　　　　　　　　　　　 アルク" -> "Ark"
"　　　　　　　　　　　　　　　　黒霧" -> "Black fog"
"　　　　　　　　　　　　－ テストプレイヤー －" -> "- Test Player -"
"　　　　　　　　　　　　　　　　Frec" -> "Frec"
"　　　　　　　　　　　　　　 　鍛冶屋" -> "                blacksmith"
"　　　　　　　　　　　　　　　さばみそ" -> "Samba"
"　　　　　　　　　　　　　　　 座布団" -> "Cushion"
"　　　　　　　　　　　　　　 にこいんく" -> "Nationwide"
"　　　　　　　　　　　　　　　　白夜" -> "White night"
"　　　　　　　　　　　　　　　　もち" -> "Mochi"
"　　　　　　　　　　　　　 － シナリオ －" -> "- Scenario -"
"　　　　　　　　　　　　　　　とろとろ" -> "Roughness"
"　　　　　　　　　　　　　　 － 製作 －" -> "               - Production -"
"　　　　　　　　　　　　とろとろレジスタンス" -> "Roughness resistance"
"もんむす・くえすと！　ぱらどっくすRPG　中章の物語が終了しました。" -> "Troublesome · ___ ___ 0 The story of the middle chapter of the Arakawa RPG has ended."
"これ以上、ストーリーを進める事はできません。" -> "I can not proceed with the story any more."
"前章～中章の範囲内で、冒険を続ける事は可能です。" -> "It is possible to continue adventure within the range of the previous chapter ~ middle chapter."
"このセーブデータは、終章に引き継ぐ事ができます。" -> "This save data can be handed over to the final chapter."
